chaine,nom film,date de diffusion,2023,nationalité2,rang de diffusion,téléspectateurs (millions),part d'audience (%)
France 2,PAPY FAIT DE LA RESISTANCE,2020-03-29 00:00:00,2020,France,16,4294220,"15,6"
France 3,MUR DE L'ATLANTIQUE (LE),2020-06-18 00:00:00,2020,France,22,4150224,"18,3"
France 3,UN ELEPHANT CA TROMPE ENORMEMENT,2020-12-23 00:00:00,2020,France,18,3746730,"14,6"
France 3,SOUVENIRS (LES),2020-09-10 00:00:00,2020,France,2,3170310,"13,4"
France 3,BON RETABLISSEMENT,2020-01-02 00:00:00,2020,France,2,3133620,"13,7"
France 3,GRANDS ESPRITS (LES),2020-04-16 00:00:00,2020,France,1,2959530,11
France 3,RETOUR DU HEROS (LE),2020-10-22 00:00:00,2020,France,1,2824458,"11,5"
France 3,9 MOIS FERME,2020-04-23 00:00:00,2020,France,3,2785440,"9,9"
France 3,SEPT MERCENAIRES (LES),2020-11-05 00:00:00,2020,Etats-Unis,2,2766816,"11,7"
France 3,MES HEROS,2020-10-29 00:00:00,2020,France,3,2766816,"11,2"
France 3,LARGUEES,2020-09-03 00:00:00,2020,France,1,2709174,12
France 4,ESPION QUI M'AIMAIT (L'),2020-04-01 00:00:00,2020,Europe,19,1218630,"4,3"
France 4,RIEN QUE POUR VOS YEUX,2020-04-08 00:00:00,2020,Europe,17,1102570,4
France 4,VIVRE ET LAISSER MOURIR,2020-03-25 00:00:00,2020,Europe,18,1044540,"3,8"
France 4,CHEVRE (LA),2020-08-26 00:00:00,2020,France,21,1037556,"5,1"
France 4,DIAMANTS SONT ETERNELS (LES),2020-01-22 00:00:00,2020,Europe,18,986510,"4,2"
France 4,THE KARATE KID,2020-04-22 00:00:00,2020,Etats-Unis,6,986510,"3,6"
France 4,MONUMENTS MEN,2020-01-08 00:00:00,2020,Etats-Unis,3,928480,4
France 4,OPERATION TONNERRE,2020-03-18 00:00:00,2020,Europe,18,928480,"3,6"
France 4,MONUMENTS MEN,2020-05-17 00:00:00,2020,Etats-Unis,4,922272,"3,7"
France 4,JAMAIS PLUS JAMAIS,2020-01-15 00:00:00,2020,Etats-Unis,22,870450,4
France 5,BULLITT,2020-04-20 00:00:00,2020,Etats-Unis,9,2031050,"7,2"
France 5,MAX ET LES FERRAILLEURS,2020-06-01 00:00:00,2020,France,14,1844544,"7,7"
France 5,MENACE (LA),2020-06-15 00:00:00,2020,France,11,1844544,"7,4"
France 5,MORTELLE RANDONNEE,2020-06-29 00:00:00,2020,France,10,1729260,"7,7"
France 5,UNE ETRANGE AFFAIRE,2020-05-25 00:00:00,2020,France,9,1671618,"6,7"
France 5,SYMPHONIE POUR UN MASSACRE,2020-04-27 00:00:00,2020,France,2,1392720,"4,9"
France 5,CORPS DE MON ENNEMI (LE),2020-09-14 00:00:00,2020,France,13,1325766,"5,5"
France 5,AVENTURE C'EST L'AVENTURE (L'),2020-11-16 00:00:00,2020,France,13,1325766,"5,2"
France 5,ETE EN PENTE DOUCE (L'),2020-11-30 00:00:00,2020,France,13,1325766,"5,2"
France 5,"NIMITZ, RETOUR VERS L'ENFER",2020-02-10 00:00:00,2020,Etats-Unis,13,1218630,"5,2"
TF1,VISITEURS (LES),2020-04-30 00:00:00,2020,France,13,8066170,28
TF1,HARRY POTTER ET LE PRISONNIER D'AZKABAN,2020-04-28 00:00:00,2020,Europe,6,7834050,"29,7"
TF1,HARRY POTTER A L'ECOLE DES SORCIERS,2020-04-14 00:00:00,2020,Etats-Unis,7,7717990,30
TF1,DINER DE CONS (LE),2020-05-14 00:00:00,2020,France,9,7493460,"27,4"
TF1,HARRY POTTER ET LA COUPE DE FEU,2020-05-05 00:00:00,2020,Europe,6,7262892,28
TF1,HARRY POTTER ET LA CHAMBRE DES SECRETS,2020-04-21 00:00:00,2020,Etats-Unis,7,7195720,"28,9"
TF1,HARRY POTTER ET L'ORDRE DU PHENIX,2020-05-12 00:00:00,2020,Europe,5,7147608,"27,2"
TF1,ON A RETROUVE LA 7EME COMPAGNIE,2020-04-16 00:00:00,2020,France,17,7021630,"25,5"
TF1,CH'TITE FAMILLE (LA),2020-09-13 00:00:00,2020,France,1,6974682,"30,7"
TF1,HARRY POTTER ET LE PRINCE DE SANG-MELE,2020-05-19 00:00:00,2020,Europe,4,6974682,"29,8"
TMC,MAIS OU EST DONC PASSEE LA 7EME COMPAGNIE ?,2020-10-28 00:00:00,2020,France,18,1786902,7
TMC,HARRY POTTER A L'ECOLE DES SORCIERS,2020-12-14 00:00:00,2020,Etats-Unis,8,1671618,"8,7"
TMC,GARDIENS DE LA GALAXIE VOL. 2 (LES),2020-10-19 00:00:00,2020,Etats-Unis,2,1671618,"7,7"
TMC,7EME COMPAGNIE AU CLAIR DE LUNE (LA),2020-11-11 00:00:00,2020,France,18,1671618,"6,6"
TMC,HARRY POTTER ET LA CHAMBRE DES SECRETS,2020-12-21 00:00:00,2020,Etats-Unis,8,1613976,"7,7"
TMC,EXPENDABLES 3,2020-09-28 00:00:00,2020,Etats-Unis,5,1613976,"7,3"
TMC,MECHANIC : RESURRECTION,2020-06-08 00:00:00,2020,Etats-Unis,3,1613976,"7,3"
TMC,EXPENDABLES 2 : UNITE SPECIALE,2020-09-21 00:00:00,2020,Etats-Unis,7,1556334,"6,7"
TMC,TRANSPORTEUR 2 (LE),2020-05-18 00:00:00,2020,France,10,1556334,"6,1"
TMC,ON A RETROUVE LA 7EME COMPAGNIE,2020-11-04 00:00:00,2020,France,18,1441050,"5,8"
TFX,MEN IN BLACK 3,2020-03-29 00:00:00,2020,Etats-Unis,7,1276660,"4,5"
TFX,HITMAN AND BODYGUARD,2020-12-06 00:00:00,2020,Europe,2,1152840,"4,6"
TFX,OBLIVION,2020-05-31 00:00:00,2020,Etats-Unis,7,1095198,5
TFX,ASSASSIN'S CREED,2020-03-19 00:00:00,2020,Etats-Unis,2,1044540,4
TFX,A LA CROISEE DES MONDES : LA BOUSSOLE D'OR,2020-12-29 00:00:00,2020,Europe,9,1037556,"4,1"
TFX,PARI (LE),2020-03-17 00:00:00,2020,France,13,986510,"3,5"
TFX,SEIGNEUR DES ANNEAUX : LE RETOUR DU ROI (LE),2020-12-17 00:00:00,2020,autres nationalités,11,979914,"5,7"
TFX,SEIGNEUR DES ANNEAUX : LES DEUX TOURS (LE),2020-12-10 00:00:00,2020,autres nationalités,11,979914,"5,1"
TFX,MORT DANS LA PEAU (LA),2020-10-01 00:00:00,2020,Etats-Unis,15,979914,"4,4"
TFX,EQUALIZER,2020-11-29 00:00:00,2020,Etats-Unis,4,979914,"4,2"
TF1 Séries Films,ARME FATALE 4 (L'),2020-04-02 00:00:00,2020,Etats-Unis,15,1218630,"4,6"
TF1 Séries Films,ARME FATALE 2 (L'),2020-03-19 00:00:00,2020,Etats-Unis,20,1102570,"4,3"
TF1 Séries Films,ARME FATALE 3 (L'),2020-03-26 00:00:00,2020,Etats-Unis,18,1044540,"3,7"
TF1 Séries Films,BLACK SEA,2020-03-22 00:00:00,2020,Europe,1,986510,"3,7"
TF1 Séries Films,RESURRECTION DU CHRIST (LA),2020-04-09 00:00:00,2020,Etats-Unis,1,928480,"3,3"
TF1 Séries Films,ARME FATALE (L'),2020-03-12 00:00:00,2020,Etats-Unis,19,870450,"3,8"
TF1 Séries Films,BLACK BOOK,2020-05-03 00:00:00,2020,Europe,11,812420,"3,2"
TF1 Séries Films,AU COEUR DE L'OCEAN,2020-03-29 00:00:00,2020,Etats-Unis,1,812420,3
TF1 Séries Films,15 AOUT,2020-08-14 00:00:00,2020,France,12,806988,"4,8"
TF1 Séries Films,PLACARD (LE),2020-08-21 00:00:00,2020,France,16,806988,"4,2"
M6,COCO,2020-10-29 00:00:00,2020,Etats-Unis,1,4841928,"20,1"
M6,A FOND,2020-07-20 00:00:00,2020,France,1,4265508,"20,1"
M6,RED 2,2020-06-01 00:00:00,2020,Etats-Unis,4,4150224,"18,2"
M6,ASTERIX : LE DOMAINE DES DIEUX,2020-03-24 00:00:00,2020,France,3,3888010,"14,4"
M6,RED,2020-05-25 00:00:00,2020,Etats-Unis,5,3631446,"15,1"
M6,PRETTY WOMAN,2020-06-22 00:00:00,2020,Etats-Unis,18,3516162,"16,2"
M6,GENDARME SE MARIE (LE),2020-04-06 00:00:00,2020,France,21,3481800,"12,4"
M6,AVENTURIERS DE L'ARCHE PERDUE (LES),2020-08-26 00:00:00,2020,Etats-Unis,17,3458520,"17,9"
M6,"DENTS, PIPI ET AU LIT (LES)",2020-07-27 00:00:00,2020,France,1,3458520,"17,4"
M6,ZOOTOPIE,2020-12-21 00:00:00,2020,Etats-Unis,1,3458520,"13,1"
W9,DIE HARD 4 : RETOUR EN ENFER,2020-03-30 00:00:00,2020,Etats-Unis,9,2495290,"9,6"
W9,UNE JOURNEE EN ENFER,2020-03-23 00:00:00,2020,Etats-Unis,17,1798930,"6,9"
W9,"TWILIGHT CHAPITRE 5 : REVELATION, 2EME PARTIE",2020-05-18 00:00:00,2020,Etats-Unis,5,1671618,"6,7"
W9,ASTERIX : LE DOMAINE DES DIEUX,2020-08-27 00:00:00,2020,France,4,1556334,"7,1"
W9,TAKEN 3,2020-02-03 00:00:00,2020,France,3,1508780,"6,5"
W9,MALEFIQUE,2020-04-09 00:00:00,2020,Etats-Unis,3,1508780,"5,3"
W9,FLIC OU VOYOU,2020-07-14 00:00:00,2020,France,28,1498692,"7,1"
W9,TWILIGHT CHAPITRE 3 : HESITATION,2020-05-04 00:00:00,2020,Etats-Unis,7,1498692,"5,6"
W9,DIVERGENTE 2 : L'INSURRECTION,2020-02-17 00:00:00,2020,Etats-Unis,2,1392720,"5,9"
W9,APPRENTI SORCIER (L'),2020-03-17 00:00:00,2020,Etats-Unis,6,1392720,5
6ter,TRANSFORMERS : THE LAST KNIGHT,2020-09-27 00:00:00,2020,Etats-Unis,1,1037556,"5,5"
6ter,PIRATES DES CARAIBES : LA VENGEANCE DE SALAZAR,2020-03-15 00:00:00,2020,Etats-Unis,2,928480,4
6ter,GLOIRE DE MON PERE (LA),2020-04-14 00:00:00,2020,France,23,928480,"3,4"
6ter,RUSH HOUR 2,2020-12-02 00:00:00,2020,Etats-Unis,11,922272,"3,6"
6ter,RUSH HOUR 3,2020-12-09 00:00:00,2020,Etats-Unis,10,922272,"3,6"
6ter,GENDARME DE SAINT-TROPEZ (LE),2020-07-28 00:00:00,2020,France,24,864630,"4,4"
6ter,GENDARME EN BALADE (LE),2020-08-18 00:00:00,2020,France,21,864630,"4,3"
6ter,XXX : REACTIVATED,2020-10-25 00:00:00,2020,Etats-Unis,1,864630,"3,8"
6ter,LEGENDE DU DRAGON (LA),2020-12-16 00:00:00,2020,Europe,1,864630,"3,6"
6ter,GENDARME SE MARIE (LE),2020-08-11 00:00:00,2020,France,22,806988,"4,1"
Gulli,"SHREK 4, IL ETAIT UNE FIN",2020-04-20 00:00:00,2020,Etats-Unis,5,986510,"3,5"
Gulli,SHREK LE TROISIEME,2020-04-13 00:00:00,2020,Etats-Unis,8,986510,"3,3"
Gulli,SHREK 2,2020-04-06 00:00:00,2020,Etats-Unis,9,812420,"2,9"
Gulli,ASTERIX ET LES INDIENS,2020-05-21 00:00:00,2020,Europe,24,749346,"3,1"
Gulli,ASTERIX ET LA SURPRISE DE CESAR,2020-12-01 00:00:00,2020,France,26,691704,"2,7"
Gulli,ALVIN ET LES CHIPMUNKS : A FOND LA CAISSE,2020-03-31 00:00:00,2020,Etats-Unis,3,638330,"2,2"
Gulli,DOUZE TRAVAUX D'ASTERIX (LES),2020-11-24 00:00:00,2020,France,32,634062,"2,3"
Gulli,SCHTROUMPFS ET LE VILLAGE PERDU (LES),2020-03-03 00:00:00,2020,Etats-Unis,1,580300,"2,4"
Gulli,ASTERIX ET CLEOPATRE,2020-11-10 00:00:00,2020,France,31,576420,"2,1"
Gulli,ANGRY BIRDS : LE FILM,2020-03-17 00:00:00,2020,Etats-Unis,2,522270,"1,8"
Canal+,REBELLES,2020-03-31 00:00:00,2020,France,1,2321200,"7,8"
Canal+,VENISE N'EST PAS EN ITALIE,2020-03-18 00:00:00,2020,France,1,2089080,"7,4"
Canal+,TROIS JOURS ET UNE VIE,2020-03-21 00:00:00,2020,France,1,1508780,"5,3"
Canal+,YAO,2020-03-17 00:00:00,2020,France,1,1276660,"4,5"
Canal+,ALADDIN,2020-03-13 00:00:00,2020,Etats-Unis,1,1218630,5
Canal+,ROI LION (LE),2020-04-07 00:00:00,2020,Etats-Unis,1,1218630,"4,3"
Canal+,REINE DES NEIGES 2 (LA),2020-12-18 00:00:00,2020,Etats-Unis,1,1210482,"4,5"
Canal+,A COUTEAUX TIRES,2020-11-06 00:00:00,2020,Etats-Unis,1,1095198,"4,3"
Canal+,"TANGUY, LE RETOUR",2020-03-27 00:00:00,2020,France,1,986510,"3,3"
Canal+,TOY STORY 4,2020-04-03 00:00:00,2020,Etats-Unis,1,986510,"3,2"
C8,FAMILLE BELIER (LA),2020-05-11 00:00:00,2020,France,3,2248038,"9,1"
C8,CUISINE AU BEURRE (LA),2020-04-26 00:00:00,2020,France,24,1276660,"4,8"
C8,SALT,2020-03-22 00:00:00,2020,Etats-Unis,7,1218630,"4,4"
C8,GALETTES DE PONT-AVEN (LES),2020-12-13 00:00:00,2020,France,9,1210482,5
C8,TOUCHEZ PAS AU GRISBI,2020-05-03 00:00:00,2020,France,14,1160600,"4,2"
C8,PETIT MONDE DE DON CAMILLO (LE),2020-09-27 00:00:00,2020,France,24,1152840,"5,3"
C8,KINGSMAN : LE CERCLE D'OR,2020-11-02 00:00:00,2020,Europe,1,1152840,"5,2"
C8,CONTRAT (LE),2020-12-07 00:00:00,2020,Etats-Unis,8,1152840,"5,1"
C8,CE QUE VEULENT LES FEMMES,2020-04-02 00:00:00,2020,Etats-Unis,11,1102570,"4,7"
C8,SANS MOBILE APPARENT,2020-12-20 00:00:00,2020,France,16,1095198,"4,2"
CStar,HOMEFRONT,2020-11-25 00:00:00,2020,Etats-Unis,7,1095198,"4,2"
CStar,TRUE LIES,2020-10-21 00:00:00,2020,Etats-Unis,17,922272,"4,2"
CStar,AGENTS SECRETS,2020-04-09 00:00:00,2020,France,12,812420,3
CStar,RIVIERES POURPRES 2 : LES ANGES DE L'APOCALYPSE (LES),2020-10-08 00:00:00,2020,France,10,806988,"3,6"
CStar,NUIT AU MUSEE 2 (LA),2020-05-28 00:00:00,2020,Etats-Unis,11,749346,"3,1"
CStar,SPEED,2020-11-11 00:00:00,2020,Etats-Unis,18,749346,3
CStar,GRANDE MURAILLE (LA),2020-11-04 00:00:00,2020,Etats-Unis,3,749346,"2,9"
CStar,BABYLON A.D.,2020-11-18 00:00:00,2020,France,10,691704,"2,8"
CStar,NUIT AU MUSEE (LA),2020-05-21 00:00:00,2020,Etats-Unis,10,691704,"2,8"
CStar,TERMINATOR : GENISYS,2020-09-10 00:00:00,2020,Etats-Unis,4,634062,"2,9"
NRJ12,ON L'APPELLE TRINITA,2020-07-21 00:00:00,2020,France,24,1095198,"5,5"
NRJ12,COWBOYS ET ENVAHISSEURS,2020-11-03 00:00:00,2020,Etats-Unis,5,1095198,"4,3"
NRJ12,"SHOOTER, TIREUR D'ELITE",2020-09-01 00:00:00,2020,Etats-Unis,12,922272,"4,3"
NRJ12,CONTRE-ENQUETE,2020-10-06 00:00:00,2020,France,10,922272,4
NRJ12,JASON BOURNE : L'HERITAGE,2020-03-24 00:00:00,2020,Etats-Unis,6,870450,"3,8"
NRJ12,ON CONTINUE A L'APPELER TRINITA,2020-07-28 00:00:00,2020,France,23,864630,"4,5"
NRJ12,CODE MERCURY,2020-06-09 00:00:00,2020,Etats-Unis,19,864630,"3,7"
NRJ12,PARKER,2020-01-12 00:00:00,2020,Etats-Unis,8,812420,"3,6"
NRJ12,JAPPELOUP,2020-04-14 00:00:00,2020,France,4,812420,"2,9"
NRJ12,ATTRACTION,2020-07-07 00:00:00,2020,Europe,1,806988,"3,8"
Chérie 25,EN EQUILIBRE,2020-11-06 00:00:00,2020,France,3,922272,"3,3"
Chérie 25,SUR LA ROUTE DE MADISON,2020-04-16 00:00:00,2020,Etats-Unis,10,812420,"3,4"
Chérie 25,AVANT L'HIVER,2020-04-27 00:00:00,2020,France,2,812420,"2,9"
Chérie 25,DOUBLE JEU,2020-05-21 00:00:00,2020,Etats-Unis,15,806988,"3,3"
Chérie 25,UN SECRET,2020-10-30 00:00:00,2020,France,10,806988,"3,3"
Chérie 25,PEUR PRIMALE,2020-05-28 00:00:00,2020,Etats-Unis,8,749346,"3,5"
Chérie 25,HAUTE VOLTIGE,2020-05-07 00:00:00,2020,Etats-Unis,10,749346,"2,9"
Chérie 25,PACIFICATEUR (LE),2020-04-23 00:00:00,2020,Etats-Unis,11,696360,"2,8"
Chérie 25,MISS DAISY ET SON CHAUFFEUR,2020-06-25 00:00:00,2020,Etats-Unis,7,691704,"3,3"
Chérie 25,NOUVEAU PROTOCOLE (LE),2020-07-16 00:00:00,2020,France,8,691704,"3,1"
Arte,HUIT SALOPARDS (LES),2020-06-07 00:00:00,2020,Etats-Unis,1,2132754,"9,8"
Arte,IVRESSE DU POUVOIR (L'),2020-09-20 00:00:00,2020,France,6,2132754,"9,4"
Arte,RIEN NE VA PLUS,2020-06-10 00:00:00,2020,France,9,2132754,"7,8"
Arte,UN AIR DE FAMILLE,2020-01-29 00:00:00,2020,France,13,2031050,9
Arte,CHAMBRE BLEUE (LA),2020-03-25 00:00:00,2020,France,2,2031050,"6,9"
Arte,HEURE D'ETE (L'),2020-04-22 00:00:00,2020,France,3,2031050,"6,9"
Arte,GRANDES GUEULES (LES),2020-12-14 00:00:00,2020,France,15,2017470,"8,1"
Arte,SEPT MERCENAIRES (LES),2020-12-13 00:00:00,2020,Etats-Unis,18,2017470,8
Arte,MARIEE ETAIT EN NOIR (LA),2020-10-19 00:00:00,2020,France,11,2017470,"7,8"
Arte,AFFAMEURS (LES),2020-12-28 00:00:00,2020,Etats-Unis,8,1959828,"7,8"
France 2,GRANDE VADROUILLE (LA),2019-04-21 00:00:00,2019,France,20,4727484,22
France 2,GONE GIRL,2019-02-03 00:00:00,2019,Etats-Unis,2,4027116,"17,7"
France 2,IL A DEJA TES YEUX,2019-06-09 00:00:00,2019,France,1,3946040,"18,4"
France 2,NIGHT AND DAY,2019-02-10 00:00:00,2019,Etats-Unis,4,3910388,16
France 2,CORNIAUD (LE),2019-03-03 00:00:00,2019,France,20,3793660,"15,7"
France 2,JACK REACHER : NEVER GO BACK,2019-03-24 00:00:00,2019,Etats-Unis,1,3618568,"15,5"
France 2,TELLEMENT PROCHES,2019-12-01 00:00:00,2019,France,5,3597860,15
France 2,THE REVENANT,2019-03-10 00:00:00,2019,Etats-Unis,1,3501840,"16,1"
France 2,PETIT LOCATAIRE (LE),2019-09-15 00:00:00,2019,France,1,3481800,"16,4"
France 2,"TELLE MERE, TELLE FILLE",2019-11-17 00:00:00,2019,France,1,3481800,"13,9"
France 3,PIECE MONTEE,2019-04-25 00:00:00,2019,France,6,2918200,"12,4"
France 3,CRIME EST NOTRE AFFAIRE (LE),2019-06-27 00:00:00,2019,France,4,2843470,"14,5"
France 3,VACHE (LA),2019-10-17 00:00:00,2019,France,1,2843470,"12,8"
France 3,JOUR LE PLUS LONG (LE),2019-06-03 00:00:00,2019,Etats-Unis,17,2785440,"14,7"
France 3,JACK REACHER,2019-11-28 00:00:00,2019,Etats-Unis,3,2669380,"12,1"
France 3,UNE FAMILLE A LOUER,2019-05-02 00:00:00,2019,France,1,2611350,"10,8"
France 3,MORT OU VIF,2019-08-12 00:00:00,2019,Etats-Unis,11,2553320,"13,7"
France 3,POTICHE,2019-05-09 00:00:00,2019,France,4,2553320,11
France 3,MAJORDOME (LE),2019-01-03 00:00:00,2019,Etats-Unis,3,2509652,"10,9"
France 3,FILS DE JEAN (LE),2019-09-19 00:00:00,2019,France,1,2495290,11
France 4,CINQUIEME ELEMENT (LE),2019-04-24 00:00:00,2019,France,17,1400736,"5,9"
France 4,AVANT TOI,2019-01-06 00:00:00,2019,Europe,1,1167280,"4,7"
France 4,DRAGONS 2,2019-02-20 00:00:00,2019,Etats-Unis,2,1108916,"4,6"
France 4,MINIONS (LES),2019-10-30 00:00:00,2019,Etats-Unis,2,1044540,"4,4"
France 4,INDEPENDENCE DAY,2019-03-31 00:00:00,2019,Etats-Unis,12,992188,"4,5"
France 4,MINUSCULE : LA VALLEE DES FOURMIS PERDUES,2019-02-19 00:00:00,2019,France,4,992188,"3,8"
France 4,PERMIS DE TUER,2019-11-20 00:00:00,2019,Etats-Unis,14,986510,"4,3"
France 4,TUER N'EST PAS JOUER,2019-11-13 00:00:00,2019,Europe,13,986510,"4,2"
France 4,INDEPENDENCE DAY,2019-10-29 00:00:00,2019,Etats-Unis,13,928480,"4,1"
France 4,RIEN QUE POUR VOS YEUX,2019-11-06 00:00:00,2019,Europe,16,928480,"3,9"
France 5,DELIVRANCE,2019-05-13 00:00:00,2019,Etats-Unis,6,1160600,5
France 5,CHARADE,2019-03-25 00:00:00,2019,Etats-Unis,11,1108916,"4,4"
France 5,FEMME D'A COTE (LA),2019-05-20 00:00:00,2019,France,12,1102570,"4,4"
France 5,BUFFET FROID,2019-05-06 00:00:00,2019,France,13,1044540,"4,7"
France 5,DOULOS (LE),2019-09-30 00:00:00,2019,France,11,1044540,"4,4"
France 5,WITNESS,2019-12-09 00:00:00,2019,Etats-Unis,15,986510,"3,7"
France 5,Y A-T-IL UN FRANCAIS DANS LA SALLE ?,2019-08-12 00:00:00,2019,France,6,928480,"4,8"
France 5,PAS DE PRINTEMPS POUR MARNIE,2019-09-09 00:00:00,2019,Etats-Unis,13,928480,"4,3"
France 5,MAX ET LES FERRAILLEURS,2019-10-14 00:00:00,2019,France,13,928480,"3,9"
France 5,FIANCEE DU PIRATE (LA),2019-09-02 00:00:00,2019,France,9,870450,"3,9"
TF1,BIENVENUE CHEZ LES CH'TIS,2019-05-26 00:00:00,2019,France,4,6731480,"30,9"
TF1,RAID DINGUE,2019-09-08 00:00:00,2019,France,1,6557390,"30,5"
TF1,INTOUCHABLES,2019-10-06 00:00:00,2019,France,3,6557390,"29,2"
TF1,ALIBI.COM,2019-06-16 00:00:00,2019,France,1,6209210,"28,7"
TF1,SULLY,2019-05-19 00:00:00,2019,Etats-Unis,1,6209210,"27,1"
TF1,RADIN !,2019-02-03 00:00:00,2019,France,1,6128220,"24,3"
TF1,TARZAN,2019-02-17 00:00:00,2019,Europe,1,6011492,"25,3"
TF1,DEMAIN TOUT COMMENCE,2019-05-12 00:00:00,2019,France,1,5977090,"26,9"
TF1,LUCY,2019-03-31 00:00:00,2019,France,2,5778036,"24,1"
TF1,MOMIE (LA),2019-11-24 00:00:00,2019,Etats-Unis,1,5628910,24
TMC,QU'EST-CE QU ON A FAIT AU BON DIEU,2019-02-07 00:00:00,2019,France,3,2918200,"13,6"
TMC,STAR WARS EPISODE 3 : LA REVANCHE DES SITH,2019-12-16 00:00:00,2019,Etats-Unis,7,1798930,"9,2"
TMC,VISITEURS (LES),2019-05-16 00:00:00,2019,France,12,1566810,7
TMC,AGENTS PRESQUE SECRETS,2019-04-08 00:00:00,2019,Etats-Unis,1,1517464,"6,8"
TMC,INDEPENDENCE DAY : RESURGENCE,2019-04-01 00:00:00,2019,Etats-Unis,2,1459100,"6,4"
TMC,HARRY POTTER ET LES RELIQUES DE LA MORT (2EME PARTIE),2019-05-09 00:00:00,2019,Europe,4,1450750,"6,8"
TMC,STAR WARS EPISODE 1 : LA MENACE FANTOME,2019-12-02 00:00:00,2019,Etats-Unis,8,1450750,"6,5"
TMC,HARRY POTTER ET L'ORDRE DU PHENIX,2019-04-18 00:00:00,2019,Europe,4,1400736,7
TMC,STAR WARS EPISODE 2 : L'ATTAQUE DES CLONES,2019-12-09 00:00:00,2019,Etats-Unis,8,1392720,"6,6"
TMC,EXPENDABLES 3,2019-05-27 00:00:00,2019,Etats-Unis,4,1392720,"6,1"
TFX,ASSASSIN'S CREED,2019-05-23 00:00:00,2019,Etats-Unis,1,1102570,"4,9"
TFX,KUNG FU PANDA 3,2019-02-21 00:00:00,2019,Etats-Unis,1,1050552,"4,5"
TFX,JURASSIC PARK 3,2019-10-17 00:00:00,2019,Etats-Unis,15,1044540,"4,9"
TFX,UN INDIEN DANS LA VILLE,2019-10-01 00:00:00,2019,France,13,1044540,"4,6"
TFX,5EME VAGUE (LA),2019-04-07 00:00:00,2019,Etats-Unis,2,992188,"4,1"
TFX,MOMIE : LA TOMBE DE L'EMPEREUR DRAGON (LA),2019-01-24 00:00:00,2019,Etats-Unis,7,933824,4
TFX,RETOUR VERS LE FUTUR 3,2019-06-27 00:00:00,2019,Etats-Unis,19,928480,"4,9"
TFX,CHAOS,2019-07-14 00:00:00,2019,Europe,18,928480,"4,9"
TFX,PRIX A PAYER (LE),2019-01-03 00:00:00,2019,France,7,875460,"3,6"
TFX,RETOUR VERS LE FUTUR,2019-06-13 00:00:00,2019,Etats-Unis,22,870450,"3,8"
TF1 Séries Films,ARME FATALE 3 (L'),2019-03-28 00:00:00,2019,Etats-Unis,17,992188,"4,6"
TF1 Séries Films,ARME FATALE (L'),2019-03-14 00:00:00,2019,Etats-Unis,18,992188,"4,3"
TF1 Séries Films,ARME FATALE 4 (L'),2019-04-04 00:00:00,2019,Etats-Unis,14,933824,"4,2"
TF1 Séries Films,ARME FATALE 2 (L'),2019-03-21 00:00:00,2019,Etats-Unis,19,933824,"4,2"
TF1 Séries Films,CODE MERCURY,2019-01-17 00:00:00,2019,Etats-Unis,17,933824,"4,1"
TF1 Séries Films,2012,2019-05-07 00:00:00,2019,Etats-Unis,7,870450,"4,3"
TF1 Séries Films,FURY,2019-06-06 00:00:00,2019,Etats-Unis,3,870450,"4,1"
TF1 Séries Films,BOULANGER DE VALORGUE (LE),2019-05-14 00:00:00,2019,France,15,870450,"3,6"
TF1 Séries Films,2 GUNS,2019-03-07 00:00:00,2019,Etats-Unis,4,758732,"3,5"
TF1 Séries Films,DEUX HEURES MOINS LE QUART AVANT JESUS-CHRIST,2019-04-28 00:00:00,2019,France,32,758732,"3,3"
M6,ROI LION (LE),2019-07-15 00:00:00,2019,Etats-Unis,1,4700430,"22,4"
M6,FAMILLE BELIER (LA),2019-02-28 00:00:00,2019,France,2,4435664,"19,5"
M6,ASTERIX ET OBELIX : AU SERVICE DE SA MAJESTE,2019-10-24 00:00:00,2019,France,3,4004070,"18,4"
M6,INSAISISSABLES,2019-01-07 00:00:00,2019,Etats-Unis,2,3443476,"14,6"
M6,REINE DES NEIGES (LA),2019-12-23 00:00:00,2019,Etats-Unis,2,3423770,15
M6,INSAISISSABLES 2,2019-01-14 00:00:00,2019,Etats-Unis,1,3268384,"14,6"
M6,PAPA OU MAMAN 2,2019-07-01 00:00:00,2019,France,1,3249680,"15,4"
M6,LIVRE DE LA JUNGLE (LE),2019-04-21 00:00:00,2019,Etats-Unis,1,3093292,"14,1"
M6,BELLE ET SEBASTIEN : L'AVENTURE CONTINUE,2019-01-01 00:00:00,2019,France,1,2976564,"13,1"
M6,UN HOMME A LA HAUTEUR,2019-01-31 00:00:00,2019,France,1,2918200,"12,5"
W9,DIE HARD 4 : RETOUR EN ENFER,2019-10-07 00:00:00,2019,Etats-Unis,8,1624840,"7,1"
W9,AGE DE GLACE 2 (L'),2019-02-18 00:00:00,2019,Etats-Unis,8,1342372,"5,4"
W9,EVASION,2019-04-01 00:00:00,2019,Etats-Unis,4,1284008,"5,2"
W9,58 MINUTES POUR VIVRE,2019-03-18 00:00:00,2019,Etats-Unis,16,1225644,"4,9"
W9,UNE JOURNEE EN ENFER,2019-03-25 00:00:00,2019,Etats-Unis,15,1167280,"4,9"
