chaine,nom film,date de diffusion,2023,nationalité2,rang de diffusion,téléspectateurs (millions),part d'audience (%)
6ter,NUMERO QUATRE,2016-02-21 00:00:00,2016,US,3,"1,2","2,7"
6ter,LE GARCON AU PYJAMA RAYE,2016-05-12 00:00:00,2016,GB / US,1,"1,1","2,6"
6ter,CATWOMAN,2016-08-08 00:00:00,2016,US,8,"1,1","2,9"
6ter,TRON : L'HERITAGE,2016-02-07 00:00:00,2016,US,3,1,"2,2"
6ter,BEETLE JUICE,2016-10-31 00:00:00,2016,US,5,1,"2,4"
6ter,PRINCE OF PERSIA : LES SABLES DU TEMPS,2016-09-11 00:00:00,2016,GB,5,1,"2,4"
6ter,L'ATTAQUE DU METRO 123,2016-01-03 00:00:00,2016,US,5,"0,9","2,1"
Chérie 25,SCENES DE CRIMES,2016-06-09 00:00:00,2016,FR,10,"1,3","3,3"
Chérie 25,NE NOUS FACHONS PAS,2016-11-07 00:00:00,2016,FR,27,"1,1","2,5"
Chérie 25,SPACE COWBOYS,2016-12-01 00:00:00,2016,US,8,"1,1","2,7"
Chérie 25,DOUBLE JEU,2016-11-10 00:00:00,2016,US,11,1,"2,4"
Chérie 25,DES VENTS CONTRAIRES,2016-10-11 00:00:00,2016,FR,1,1,"2,4"
Chérie 25,TENDRE POULET,2016-03-07 00:00:00,2016,FR,10,"0,9",2
Chérie 25,L'AFFAIRE PELICAN,2016-10-20 00:00:00,2016,US,11,"0,9","2,4"
Chérie 25,L'OMBRE D'UN SOUPCON,2016-06-07 00:00:00,2016,US,6,"0,9","2,3"
Chérie 25,SLEEPERS,2016-12-08 00:00:00,2016,US,4,"0,9","2,3"
Chérie 25,LE CLIENT,2016-10-27 00:00:00,2016,US,8,"0,9","2,1"
C8,HUNGER GAMES : L'EMBRASEMENT,2016-11-15 00:00:00,2016,US,1,"3,4","8,8"
C8,HOMEFRONT,2016-11-10 00:00:00,2016,US,1,"2,5",6
C8,LE CONTRAT,2016-04-18 00:00:00,2016,US,3,"2,3","5,7"
C8,HUNGER GAMES,2016-11-14 00:00:00,2016,US,2,"2,2","5,9"
C8,RUSH HOUR 2,2016-05-24 00:00:00,2016,US,7,"2,2","5,5"
C8,REPAS DE FAMILLE,2016-12-26 00:00:00,2016,FR,1,"2,1","5,1"
C8,LE RETOUR DE DON CAMILLO,2016-07-04 00:00:00,2016,FR / IT,20,"2,1","5,7"
C8,LIMITLESS,2016-02-01 00:00:00,2016,US,4,2,"4,9"
C8,TRANSFORMERS : L'AGE DE L'EXTINCTION,2016-11-24 00:00:00,2016,US,1,"1,9","4,9"
C8,SAFE,2016-03-28 00:00:00,2016,US,3,"1,8","4,1"
 CStar 3,LE TREIZIEME GUERRIER,2016-10-13 00:00:00,2016,US,6,"1,3","3,1"
 CStar 3,JUMANJI,2016-12-01 00:00:00,2016,US,12,"1,3","3,2"
 CStar 3,LE LIVRE D'ELI,2016-02-04 00:00:00,2016,US,5,"1,3",3
 CStar 3,LA BATAILLE DES ARDENNES,2016-11-10 00:00:00,2016,US,10,"1,2","3,1"
 CStar 3,QUELQUES MESSIEURS TROP TRANQUILLES,2016-10-20 00:00:00,2016,FR,20,"1,2","2,8"
 CStar 3,AMELIE AU PAYS DES BODIN'S,2016-07-28 00:00:00,2016,FR,2,"1,1","3,3"
 CStar 3,LE CASSE DU SIECLE,2016-02-11 00:00:00,2016,GB,4,"1,1","2,6"
 CStar 3,DEMOLITION MAN,2016-04-07 00:00:00,2016,US,13,"1,1","2,7"
 CStar 3,RESIDENT EVIL : AFTERLIFE,2016-03-10 00:00:00,2016,FR / DE,2,"1,1","2,5"
 CStar 3,LE DERNIER SAMARITAIN,2016-03-17 00:00:00,2016,US,14,"1,1","2,6"
Gulli,CHICKEN RUN,2016-12-22 00:00:00,2016,GB,10,"1,6","3,8"
Gulli,THE MASK,2016-02-23 00:00:00,2016,US,10,"1,1","2,3"
Gulli,HORTON,2016-02-05 00:00:00,2016,US,3,"0,9","2,5"
Gulli,ALPHA ET OMEGA,2016-04-12 00:00:00,2016,US,1,"0,8","1,8"
Gulli,LA BELLE AMERICAINE,2016-02-01 00:00:00,2016,FR,12,"0,8","1,8"
Gulli,LE SECRET DE LA PLANETE DES SINGES,2016-02-14 00:00:00,2016,US,6,"0,8","1,7"
Gulli,A LA CROISEE DES MONDES : LA BOUSSOLE D'OR,2016-11-08 00:00:00,2016,GB,6,"0,7","1,7"
Gulli,PETTSON ET PICPUS : AMIS... POUR LA VIE,2016-08-04 00:00:00,2016,DE,2,"0,7","2,1"
Gulli,LASSIE,2016-02-15 00:00:00,2016,FR / IE / GB,3,"0,7","1,4"
Gulli,VOYAGE AU CENTRE DE LA TERRE,2016-10-18 00:00:00,2016,US,4,"0,7","1,7"
HD1,JURASSIC PARK 3,2016-04-28 00:00:00,2016,US,11,"1,7","3,9"
HD1,LA VENGEANCE DANS LA PEAU,2016-04-24 00:00:00,2016,GB,7,"1,5","3,5"
HD1,JURASSIC PARK,2016-04-14 00:00:00,2016,US,15,"1,4","3,3"
HD1,L'IMMORTEL,2016-06-30 00:00:00,2016,FR,4,"1,4","3,4"
HD1,LA LIGNE VERTE,2016-06-02 00:00:00,2016,US,12,"1,4","3,9"
HD1,PEUR SUR LA VILLE,2016-08-02 00:00:00,2016,FR / IT,17,"1,4","3,8"
HD1,LA MORT DANS LA PEAU,2016-04-03 00:00:00,2016,US,9,"1,3","2,9"
HD1,MON BEAU-PERE ET NOUS,2016-09-25 00:00:00,2016,US,2,"1,3","3,2"
HD1,VERY BAD TRIP 2,2016-01-28 00:00:00,2016,US,4,"1,3","2,9"
HD1,MENSONGES D'ETAT,2016-11-20 00:00:00,2016,US,3,"1,3","2,9"
NRJ12,SLEEPERS,2016-01-03 00:00:00,2016,US,3,2,"4,8"
NRJ12,DAYLIGHT,2016-01-26 00:00:00,2016,US,10,"1,6","3,8"
NRJ12,RESCUE DAWN,2016-01-12 00:00:00,2016,US,2,"1,5","3,5"
NRJ12,JEUX DE GUERRE,2016-02-23 00:00:00,2016,US,12,"1,4","3,2"
NRJ12,LE PIC DE DANTE,2016-12-06 00:00:00,2016,US,12,"1,4","3,1"
NRJ12,DANGER IMMEDIAT,2016-03-01 00:00:00,2016,US,13,"1,4","3,4"
NRJ12,CLIFFHANGER,2016-09-13 00:00:00,2016,US,13,"1,3","3,2"
NRJ12,VOL 93,2016-09-06 00:00:00,2016,GB,6,"1,3","3,1"
NRJ12,LES GOONIES,2016-12-20 00:00:00,2016,US,12,"1,3","2,7"
NRJ12,PHENOMENE,2016-01-21 00:00:00,2016,US,12,"1,2","3,1"
NT1,MEN IN BLACK 3,2016-05-17 00:00:00,2016,US,3,3,"6,8"
NT1,JURASSIC PARK III,2016-12-08 00:00:00,2016,US,12,"2,2","5,2"
NT1,LA PROPOSITION,2016-03-13 00:00:00,2016,US,5,"2,1","5,1"
NT1,THE ISLAND,2016-11-13 00:00:00,2016,US,10,2,"4,8"
NT1,MEN IN BLACK II,2016-05-10 00:00:00,2016,US,11,2,"4,6"
NT1,HOTEL TRANSYLVANIE,2016-11-01 00:00:00,2016,US,3,2,"4,1"
NT1,JURASSIC PARK,2016-12-01 00:00:00,2016,US,16,2,5
NT1,LEON,2016-06-26 00:00:00,2016,FR,15,"1,9","4,8"
NT1,R.I.P.D. BRIGADE FANTOME,2016-05-31 00:00:00,2016,US,1,"1,9","4,6"
NT1,LE JOUR DE GLOIRE,2016-12-27 00:00:00,2016,FR / DE,20,"1,9","4,5"
Numéro 23,MAMAN,2016-06-12 00:00:00,2016,FR,2,"0,8","1,8"
Numéro 23,MAMAN,2016-10-16 00:00:00,2016,FR,3,"0,7","1,7"
Numéro 23,CHERCHE FIANCE TOUS FRAIS PAYES,2016-03-01 00:00:00,2016,FR,2,"0,7","1,4"
Numéro 23,LE TEMPS DES PORTE-PLUMES,2016-05-22 00:00:00,2016,FR,4,"0,6","1,4"
Numéro 23,LA MACHINE A EXPLORER LE TEMPS,2016-02-07 00:00:00,2016,US,3,"0,6","1,2"
Numéro 23,AMOUR ET AMNESIE,2016-02-11 00:00:00,2016,US,4,"0,6","1,3"
Numéro 23,GEORGE DE LA JUNGLE,2016-02-14 00:00:00,2016,US,5,"0,6","1,2"
Numéro 23,DE BATTRE MON COEUR S'EST ARRETE,2016-05-29 00:00:00,2016,FR,7,"0,6","1,3"
Numéro 23,UN CRIME DANS LA TETE,2016-01-14 00:00:00,2016,US,5,"0,5","1,3"
Numéro 23,RAISONS D'ETAT,2016-01-24 00:00:00,2016,US,4,"0,5","1,4"
TMC,LES VISITEURS 2 : LES COULOIRS DU TEMPS,2016-04-14 00:00:00,2016,FR,11,"3,9","9,1"
TMC,EXPENDABLES 2 : UNITE SPECIALE,2016-03-07 00:00:00,2016,US,3,"3,3",7
TMC,LES PROFS,2016-02-16 00:00:00,2016,FR,2,3,6
TMC,"MOI, MOCHE ET MECHANT 2",2016-11-10 00:00:00,2016,US,2,"2,9","6,8"
TMC,L'AGE DE GLACE,2016-02-15 00:00:00,2016,US,5,"2,6","5,1"
TMC,CONTAGION,2016-01-18 00:00:00,2016,US,2,"2,6","5,9"
TMC,LES CROODS,2016-12-20 00:00:00,2016,US,2,"2,6","5,4"
TMC,LE COLLECTIONNEUR,2016-02-01 00:00:00,2016,US,8,"2,5","5,8"
TMC,L'AGE DE GLACE 3 - LE TEMPS DES DINOSAURES,2016-02-22 00:00:00,2016,US,3,"2,5",5
TMC,L'ARME FATALE III,2016-12-19 00:00:00,2016,US,15,"2,5","5,3"
W9,EVASION,2016-11-28 00:00:00,2016,US,2,"3,2","7,3"
W9,PARKER,2016-01-11 00:00:00,2016,US,1,"2,9","6,5"
W9,IRON MAN 3,2016-04-04 00:00:00,2016,US,2,"2,6","5,9"
W9,UNE JOURNEE EN ENFER,2016-05-30 00:00:00,2016,US,12,"2,6","6,2"
W9,TAKEN 2,2016-11-14 00:00:00,2016,FR,2,"2,5","5,4"
W9,LOOPER,2016-01-04 00:00:00,2016,US,2,"2,4","5,5"
W9,KILLER ELITE,2016-01-18 00:00:00,2016,US,3,"2,3","5,2"
W9,"I, ROBOT",2016-12-05 00:00:00,2016,US,13,"2,2","5,1"
W9,LE PETIT NICOLAS,2016-04-19 00:00:00,2016,FR / BE,5,"2,2","5,1"
W9,RAIPONCE,2016-04-11 00:00:00,2016,US,3,"2,1","4,6"
TF1,QU'EST-CE QU'ON A FAIT AU BON DIEU ?,2016-11-27 00:00:00,2016,FR,1,"18,7","40,4"
TF1,LES TUCHE,2016-02-07 00:00:00,2016,FR,2,15,"31,8"
TF1,EYJAFJALLAJOKULL,2016-04-24 00:00:00,2016,FR,1,13,"29,7"
TF1,LES VISITEURS,2016-04-03 00:00:00,2016,FR,9,"12,8","29,3"
TF1,SUPERCONDRIAQUE,2016-10-09 00:00:00,2016,FR / BE,1,"11,6",27
TF1,AVATAR,2016-03-27 00:00:00,2016,US,2,"11,2","29,9"
TF1,BARBECUE,2016-09-04 00:00:00,2016,FR,1,11,"27,1"
TF1,FLIGHT,2016-01-10 00:00:00,2016,US,1,"10,9","26,9"
TF1,WHITE HOUSE DOWN,2016-05-22 00:00:00,2016,US,1,11,"27,8"
TF1,AFTER EARTH,2016-04-17 00:00:00,2016,US,1,"10,9",25
M6,LA REINE DES NEIGES,2016-12-19 00:00:00,2016,US,1,"11,3","23,1"
M6,MALEFIQUE,2016-10-27 00:00:00,2016,US / GB,1,"7,3","16,7"
M6,RATATOUILLE,2016-03-27 00:00:00,2016,US,3,7,"16,9"
M6,FISTON,2016-02-09 00:00:00,2016,FR,1,"6,7","14,6"
M6,MINCE ALORS !,2016-05-30 00:00:00,2016,FR,3,"6,7","15,5"
M6,INSAISISSABLES,2016-02-02 00:00:00,2016,US,1,"6,1",14
M6,LE GENDARME DE SAINT-TROPEZ,2016-01-05 00:00:00,2016,FR / IT,20,"5,9","12,7"
M6,EVASION,2016-05-16 00:00:00,2016,US,1,6,14
M6,BRICE DE NICE,2016-10-20 00:00:00,2016,FR,8,"5,9","13,9"
M6,BIENVENUE A BORD,2016-06-06 00:00:00,2016,FR,2,"5,6","13,7"
France 2,Skyfall,2015-11-08 00:00:00,2015,GB,1,"11,7","26,7"
France 2,Quantum of Solace,2015-11-22 00:00:00,2015,GB,3,"9,5","20,2"
France 2,Jack Reacher,2015-09-13 00:00:00,2015,US,1,9,"20,9"
France 2,Astérix et Obélix : au service de sa Majesté,2015-10-18 00:00:00,2015,FR / HU / ES / IT,1,"8,4","17,8"
France 2,Casino Royale,2015-11-15 00:00:00,2015,GB,4,"8,2","21,1"
France 2,De l'autre côté du lit,2015-03-29 00:00:00,2015,FR,3,8,"17,4"
France 2,Paulette,2015-09-27 00:00:00,2015,FR,1,8,"18,1"
France 2,La Faille,2015-02-22 00:00:00,2015,US,3,"7,7",17
France 2,Le Père Noël est une ordure,2015-01-04 00:00:00,2015,FR,13,"7,1","15,3"
France 2,Night and Day,2015-01-18 00:00:00,2015,US,2,"6,9","15,2"
France 3,L'Aile ou la cuisse,2015-04-30 00:00:00,2015,FR,17,"5,4","13,1"
France 3,La Soupe aux choux,2015-10-22 00:00:00,2015,FR,18,5,"10,6"
France 3,Independence Day,2015-11-26 00:00:00,2015,US,9,"4,8","11,7"
France 3,Ocean's 13,2015-12-10 00:00:00,2015,US,3,"4,8","11,5"
France 3,Les Trois Frères,2015-04-16 00:00:00,2015,FR,9,"4,7",11
France 3,Un balcon sur la mer,2015-09-24 00:00:00,2015,FR,2,"4,6","11,4"
France 3,Pauline détective,2015-08-25 00:00:00,2015,FR,1,"4,6","11,4"
France 3,La Guerre des mondes,2015-02-26 00:00:00,2015,US,4,"4,4","10,1"
France 3,Le Grand Pardon,2015-02-12 00:00:00,2015,FR,13,"4,4","10,6"
France 3,Fanny,2015-12-29 00:00:00,2015,FR,1,"4,3","9,8"
France 4,Le Jour d'aprés,2015-12-06 00:00:00,2015,US,6,"2,9","6,6"
France 4,Le Cinquiéme élément,2015-04-29 00:00:00,2015,FR,12,"2,6","5,9"
France 4,Le Seigneur des anneaux - le retour du Roi,2015-03-08 00:00:00,2015,NZ,5,"2,2","6,3"
France 4,Le Cinquiéme élément,2015-12-02 00:00:00,2015,FR,13,"2,1","4,7"
France 4,Matrix,2015-06-09 00:00:00,2015,US,8,2,"4,7"
France 4,Usual Suspects,2015-02-15 00:00:00,2015,US,9,"1,9","4,2"
France 4,Jumper,2015-12-13 00:00:00,2015,US,4,"1,8","3,7"
France 4,Le Seigneur des anneaux - la communaute de l'anneau,2015-02-22 00:00:00,2015,NZ,5,"1,7","4,5"
France 4,La Guerre des mondes,2015-10-20 00:00:00,2015,US,5,"1,7","3,7"
France 4,Les Grandes Vacances,2015-07-08 00:00:00,2015,FR / IT,18,"1,7","4,4"
France Ô,Jackie Brown,2015-04-27 00:00:00,2015,US,10,"0,9","2,2"
France Ô,Rien que pour vos yeux,2015-04-06 00:00:00,2015,GB,13,"0,9","1,9"
France Ô,L'Homme de chevet,2015-04-13 00:00:00,2015,FR,3,"0,8","1,8"
France Ô,Papillon,2015-12-07 00:00:00,2015,BS,13,"0,8","1,8"
France Ô,Point Break - Extrême Limite,2015-08-31 00:00:00,2015,US,17,"0,8","1,8"
France Ô,Shaft,2015-10-12 00:00:00,2015,US,5,"0,8","1,7"
France Ô,Les Diamants sont éternels,2015-09-28 00:00:00,2015,GB,15,"0,8","1,8"
France Ô,On ne vit que deux fois,2015-10-05 00:00:00,2015,GB,14,"0,7","1,6"
France Ô,Dangereusement vôtre,2015-09-21 00:00:00,2015,GB,13,"0,7","1,7"
France Ô,Octopussy,2015-03-30 00:00:00,2015,GB,13,"0,6","1,4"
Arte,Le Vieil Homme et l'enfant,2015-09-21 00:00:00,2015,FR,11,3,"6,6"
Arte,La Nuit nous appartient,2015-02-02 00:00:00,2015,US,2,"2,6","5,6"
Arte,Taxi Driver,2015-10-26 00:00:00,2015,US,5,"2,6","5,9"
Arte,"Le Temps d'aimer, le temps de mourir",2015-02-09 00:00:00,2015,US,4,"2,4","5,5"
Arte,Une Femme de ménage,2015-09-09 00:00:00,2015,FR,3,"2,5","5,9"
Arte,Quai des orfèvres,2015-03-16 00:00:00,2015,FR,11,"2,4","5,1"
Arte,Jeremiah Johnson,2015-04-26 00:00:00,2015,US,10,"2,4","5,3"
Arte,Classe tous risques,2015-03-22 00:00:00,2015,FR / IT,12,"2,3","5,2"
Arte,Les Vacances de Monsieur Hulot,2015-12-21 00:00:00,2015,FR,6,"2,3","4,7"
Arte,Cartouche,2015-12-30 00:00:00,2015,FR / IT,21,"2,3","5,5"
6ter,Iron Man,2015-05-17 00:00:00,2015,US,6,"1,5","3,6"
6ter,"Hellboy 2, les légions d'or maudites",2015-03-29 00:00:00,2015,US,6,"1,1","2,6"
6ter,Cars 2,2015-12-27 00:00:00,2015,US,3,"1,1","2,6"
6ter,"X-Men, l'affrontement final",2015-04-28 00:00:00,2015,US,9,"1,1","2,4"
6ter,L'Incroyable Hulk,2015-04-30 00:00:00,2015,US,8,"1,1","2,6"
6ter,X-Men 2,2015-04-12 00:00:00,2015,US,12,1,"2,4"
6ter,"Maman, j'ai encore raté l'avion",2015-01-01 00:00:00,2015,US,11,1,"4,7"
6ter,"Maman, j'ai raté l'avion",2015-01-01 00:00:00,2015,US,12,1,"2,3"
6ter,"Percy Jackson, le voleur de foudre",2015-10-04 00:00:00,2015,US,4,1,"2,3"
6ter,Le Voyage extraordinaire de Samy,2015-12-29 00:00:00,2015,BE,3,1,"2,2"
D8,Hunger Games,2015-10-11 00:00:00,2015,US,1,"5,2","12,9"
D8,Le Territoire des loups,2015-03-09 00:00:00,2015,US,1,"2,6","6,1"
D8,Safe,2015-03-30 00:00:00,2015,US,1,"2,4","5,1"
D8,Le Jour où la Terre s'arrêta,2015-03-02 00:00:00,2015,US,4,"2,2","4,9"
D8,Le Dernier Rempart,2015-09-14 00:00:00,2015,US,1,"2,2","5,4"
D8,Tango et Cash,2015-04-20 00:00:00,2015,US,13,"2,2","5,1"
D8,Jumper,2015-04-06 00:00:00,2015,US,3,"2,2","4,5"
D8,Identité secrète,2015-02-09 00:00:00,2015,US,2,2,"4,4"
D8,L'Homme des hautes plaines,2015-08-24 00:00:00,2015,US,13,"1,9","4,8"
D8,Safe,2015-09-28 00:00:00,2015,US,2,"1,9","4,6"
D17,La Bataille des Ardennes,2015-10-22 00:00:00,2015,US,9,"1,6","3,9"
D17,3H10 pour Yuma,2015-11-19 00:00:00,2015,US,2,"1,2","2,8"
D17,Pour 100 briques t'as plus rien,2015-02-26 00:00:00,2015,FR,20,"1,2","2,6"
D17,Wild Wild West,2015-11-26 00:00:00,2015,US,12,"1,1","2,6"
D17,Le Dernier des templiers,2015-11-05 00:00:00,2015,US,5,"1,1","2,4"
D17,A l'aube du sixième jour,2015-06-25 00:00:00,2015,US,8,"1,1","2,9"
D17,Hitman,2015-09-03 00:00:00,2015,US,8,1,"2,5"
D17,Une petite zone de turbulences,2015-05-07 00:00:00,2015,FR,3,"0,9","2,4"
D17,Pinot simple flic,2015-09-24 00:00:00,2015,FR,21,"0,9","2,2"
D17,Les Immortels,2015-05-14 00:00:00,2015,US,2,"0,9","2,1"
Gulli,Les Rois de la glisse,2015-10-22 00:00:00,2015,US,4,"1,1","2,3"
Gulli,Kirikou et les bêtes sauvages,2015-07-30 00:00:00,2015,FR,10,1,"2,6"
Gulli,Fourmiz,2015-11-13 00:00:00,2015,US,4,"0,9","3,1"
Gulli,Les Valeurs de la famille Addams,2015-10-26 00:00:00,2015,US,11,"0,9","2,1"
Gulli,Le Grinch,2015-11-27 00:00:00,2015,US,6,"0,9","2,5"
Gulli,Le Vilain Petit Canard et moi,2015-07-09 00:00:00,2015,FR / DK,6,"0,9","2,4"
Gulli,La Flûte à six schtroumpfs,2015-08-06 00:00:00,2015,FR,5,"0,8","2,7"
Gulli,La Famille Addams,2015-10-19 00:00:00,2015,US,13,"0,8","1,9"
Gulli,"Pokémon, le film : Diancie et le cocon de l'Annihilation",2015-03-10 00:00:00,2015,JP,1,"0,8","2,5"
Gulli,Les Aventures de Robin des Bois,2015-11-16 00:00:00,2015,US,15,"0,8","1,8"
HD1,The Descendants,2015-05-24 00:00:00,2015,US,1,"1,4","3,6"
HD1,Piège en eaux troubles,2015-10-11 00:00:00,2015,US,9,"1,2","2,6"
HD1,Gladiator,2015-06-18 00:00:00,2015,US,11,"1,2","3,3"
HD1,Créance de sang,2015-03-01 00:00:00,2015,US,6,"1,2","2,6"
HD1,Code Mercury,2015-05-19 00:00:00,2015,US,13,"1,1","2,6"
HD1,Traffic,2015-05-05 00:00:00,2015,US,6,"1,1","2,7"
HD1,Inside Man : l'homme de l'intérieur,2015-09-20 00:00:00,2015,US,7,"1,1","2,8"
HD1,Gladiator,2015-12-07 00:00:00,2015,US,12,"1,1","2,7"
HD1,Ah ! Si j'étais riche,2015-09-17 00:00:00,2015,FR,7,"1,1","2,5"
HD1,Batman Begins,2015-05-26 00:00:00,2015,GB,7,1,"2,4"
NRJ12,Fast and Furious 4,2015-03-31 00:00:00,2015,US,7,"2,3","5,3"
NRJ12,Soleil levant,2015-01-13 00:00:00,2015,US,11,"1,9","4,4"
NRJ12,Apollo 13,2015-08-18 00:00:00,2015,US,9,"1,7","5,3"
NRJ12,Road House,2015-06-16 00:00:00,2015,US,12,"1,6","3,9"
NRJ12,Passager 57,2015-03-17 00:00:00,2015,US,12,"1,5","3,4"
NRJ12,U-571,2015-06-02 00:00:00,2015,US,8,"1,5","3,7"
NRJ12,Complots,2015-03-24 00:00:00,2015,US,9,"1,4","3,5"
NRJ12,Black Book,2015-01-29 00:00:00,2015,NL,4,"1,4","3,6"
NRJ12,Terminator 3 : le soulevement des machines,2015-09-01 00:00:00,2015,US,8,"1,4","3,3"
NRJ12,Piège en haute mer,2015-05-26 00:00:00,2015,US,13,"1,4",3
NT1,Hôtel Transylvanie,2015-10-20 00:00:00,2015,US,1,"2,8",6
NT1,Men in Black 3,2015-04-30 00:00:00,2015,US,2,"2,5","6,1"
NT1,Jurassic Park 3,2015-06-11 00:00:00,2015,US,10,"2,5","6,1"
NT1,Fast and Furious 5,2015-04-02 00:00:00,2015,US,3,"2,4","5,8"
NT1,Blanche-Neige et le chasseur,2015-06-23 00:00:00,2015,US,2,"2,3","5,5"
NT1,Green Lantern,2015-03-08 00:00:00,2015,US,2,"2,2","5,1"
NT1,Percy Jackson : la mer des monstres,2015-11-10 00:00:00,2015,US,1,"2,2","4,9"
NT1,Sissi,2015-11-29 00:00:00,2015,AT,18,"2,1","4,7"
NT1,Le Diable s'habille en Prada,2015-11-17 00:00:00,2015,US,7,2,"4,4"
NT1,Men in Black 2,2015-04-23 00:00:00,2015,US,10,2,"4,7"
Numéro 23,Takers,2015-03-29 00:00:00,2015,US,3,"0,8","1,8"
Numéro 23,Le Nouveau Protocole,2015-03-24 00:00:00,2015,FR,4,"0,7","1,7"
Numéro 23,Deep Impact,2015-01-11 00:00:00,2015,US,8,"0,7","1,6"
Numéro 23,Un crime dans la tête,2015-01-01 00:00:00,2015,US,4,"0,7","1,6"
Numéro 23,Will Hunting,2015-04-12 00:00:00,2015,US,11,"0,7","1,6"
Numéro 23,L'Effet Papillon,2015-09-06 00:00:00,2015,US,1,"0,6","1,6"
Numéro 23,Double jeu,2015-05-11 00:00:00,2015,US,9,"0,6","1,4"
Numéro 23,Le Stratège,2015-02-26 00:00:00,2015,US,1,"0,6","1,4"
Numéro 23,En pleine tempête,2015-04-09 00:00:00,2015,US,7,"0,6","1,4"
Numéro 23,La Somme de toutes les peurs,2015-08-30 00:00:00,2015,US,7,"0,6","1,5"
TMC,Oblivion,2015-12-13 00:00:00,2015,US,1,4,"9,4"
TMC,Retour Vers Le Futur 2,2015-10-22 00:00:00,2015,US,14,"3,4","7,6"
TMC,L'Age de glace 2,2015-12-22 00:00:00,2015,US,5,"3,3","7,3"
TMC,Retour vers le futur 3,2015-10-29 00:00:00,2015,US,14,"2,9","6,6"
TMC,Die Hard : belle journée pour mourir,2015-12-14 00:00:00,2015,US,2,"2,9","6,3"
TMC,Battleship,2015-11-16 00:00:00,2015,US,2,"2,8","6,4"
TMC,Expendables 2 : unité spéciale,2015-10-05 00:00:00,2015,US,2,"2,7","6,2"
TMC,Retour vers le futur,2015-10-15 00:00:00,2015,US,17,"2,6","6,3"
TMC,Mission impossible 3,2015-12-17 00:00:00,2015,US,5,"2,6","6,3"
TMC,"Le Monde de Narnia, Chapitre 2 : Le Prince Caspian",2015-04-27 00:00:00,2015,GB,4,"2,6","6,5"
W9,Killer Elite,2015-05-25 00:00:00,2015,US,2,"3,2","7,2"
W9,Pirates des Caraïbes - la fontaine de jouvence,2015-02-23 00:00:00,2015,US / GB,2,"3,2","7,3"
W9,Pirates des Caraïbes - la malédiction du Black Pearl,2015-02-16 00:00:00,2015,US,8,"2,9","6,8"
W9,"Percy Jackson, le voleur de foudre",2015-05-04 00:00:00,2015,US,3,"2,7","6,2"
W9,Pretty Woman,2015-02-05 00:00:00,2015,US,12,"2,6","6,2"
W9,John Carter,2015-04-13 00:00:00,2015,US,1,"2,6","5,9"
W9,Terminator Renaissance,2015-11-30 00:00:00,2015,US,4,"2,6","5,8"
W9,X-Men Origins : Wolverine,2015-12-07 00:00:00,2015,US,5,"2,6","5,6"
W9,Asterix et les vikings,2015-02-17 00:00:00,2015,FR,7,"2,4","5,2"
W9,Le Petit Nicolas,2015-04-20 00:00:00,2015,FR / BE,4,"2,4","5,2"
TF1,Les Profs,2015-10-18 00:00:00,2015,FR,1,"13,7","28,5"
TF1,Contagion,2015-01-18 00:00:00,2015,US,1,"12,4","28,1"
TF1,Les Bronzés font du ski,2015-02-08 00:00:00,2015,FR,14,"12,3","26,1"
TF1,Rien à déclarer,2015-11-08 00:00:00,2015,FR / BE,2,"11,3","24,7"
TF1,Astérix et Obélix : mission Cléopatre,2015-04-19 00:00:00,2015,FR,5,"11,1","25,7"
TF1,Inside Man : l'homme de l'intérieur,2015-01-25 00:00:00,2015,US,5,11,"25,7"
TF1,Un plan parfait,2015-05-31 00:00:00,2015,FR / BE,1,"11,1","27,9"
TF1,Expendables 2 : unité spéciale,2015-02-01 00:00:00,2015,US,1,"10,9","24,9"
TF1,Die Hard : belle journée pour mourir,2015-06-14 00:00:00,2015,US,1,11,"26,4"
TF1,Battleship,2015-05-03 00:00:00,2015,US,1,"10,8","26,4"
M6,Belle et Sébastien,2015-12-21 00:00:00,2015,FR,1,"10,8","22,6"
M6,Red 2,2015-11-09 00:00:00,2015,US,1,"7,5","17,2"
M6,De l'autre côté du périph,2015-10-08 00:00:00,2015,FR,1,"7,2","17,4"
M6,Red,2015-11-02 00:00:00,2015,US,2,7,16
M6,The Avengers,2015-04-21 00:00:00,2015,US,1,"6,7","16,7"
M6,Raiponce,2015-12-28 00:00:00,2015,US,2,"6,2","14,1"
M6,Taken,2015-01-19 00:00:00,2015,FR,4,"5,7","12,4"
M6,Iron Man 3,2015-10-19 00:00:00,2015,US,1,"5,8",14
M6,Là-haut,2015-05-07 00:00:00,2015,US,3,"5,7","14,1"
M6,Taken 2,2015-05-11 00:00:00,2015,FR,1,"5,5","12,7"
France 2,Captain America : First Avenger,2014-04-27 00:00:00,2014,US,1,"8,7","19,3"
France 2,Les Femmes du 6e étage,2014-03-09 00:00:00,2014,FR,1,"8,6","18,9"
France 2,Les Aventures de Rabbi Jacob,2014-06-29 00:00:00,2014,FR / IT,15,"8,3","19,2"
France 2,L'Agence tous risques,2014-12-28 00:00:00,2014,US,2,"7,5","16,9"
France 2,Inglourious Basterds,2014-10-12 00:00:00,2014,US,2,"7,3","18,3"
France 3,Le Jour le plus long,2014-06-05 00:00:00,2014,GB / US,15,"5,9","16,6"
